id,name_ko,name_en,description,ingredients,category,spicy_level,image_url
390,갈치조림,Braised Cutlassfish,Cutlassfish cut into pieces and braised in a spicy soy sauce mixture with white radish and green chili peppers. The sauce is spooned over the ingredients while cooking to allow the flavors to seep in. Potato can be used instead of radish.,,조림 [Jorim],,
391,감자조림,Braised Potatoes,"To make Gamjajorim (braised potatoes with soysauce), potatoes are cut into bite-sizedpieces and fried in a pan over medium heat.They are then added to soy sauce and water and boiled to a glaze.",,조림 [Jorim],,
392,고등어조림,Braised Mackerel,Mackerel sliced sideways and braised in a spicy soy sauce mixture with white radish or potatoes. Green Korean cabbage leaves or kimchi may also be added.,,조림 [Jorim],,
393,도미조림,Braised Sea Bream,"Sea bream braised with soy sauce, sliced garlic, ginger, and sugar until a glaze forms. The sweet sauce of this dish makes it a perfect match for rice or alcoholic beverages.",,조림 [Jorim],,
394,돼지고기 메추리알장조림,Braised Pork and Quail Eggs in Soy Sauce,"To prepare this dish, lean cuts of pork and quail eggs are braised in a mixture of soy sauce, sugar, and garlic. The meat is shredded along the grain into small pieces and drizzled with the braising sauce when served.",,조림 [Jorim],,
395,두부조림,Braised Bean Curd,"Lightly pan-fried bean curd simmered in soy sauce with red chili pepper, sugar, green onions, and garlic. It is served as a banchan (side dish).",,조림 [Jorim],,
396,땅콩조림,Braised Peanuts,"For this dish, peanuts are boiled in water and braised in a mixture of soy sauce, syrup, sugar, and garlic over low heat. Not only does it taste great, but it is packed with nutrients as well, as 10 peanuts meet the daily requirement for vitamin E.",,조림 [Jorim],,
397,메추리알장조림,Braised Quail Eggs in Soy Sauce,"Boiled and peeled quail eggs braised in a mixture of soy sauce, chopped garlic, ginger, sugar, and water, this popular Korean side dish is usually eaten with rice.",,조림 [Jorim],,
398,명태조림,Braised Pollack,"Pollack cut into pieces, marinated, and braised over a low heat. Chopped beef or pork can be added. The spicy sauce and the refreshing flavor of pollack go well together.",,조림 [Jorim],,
399,묵은지고등어조림,Braised Mackerel with Aged Kimchi,"This dish is made by braising mackerel and well-aged kimchi in a spicy sauce. The recipe may be simple, but the soft mackerel and well-aged kimchi seem to come together in perfect harmony.",,조림 [Jorim],,
400,병어조림,Braised Pomfret,"Pomfret placed in a pot with potato slices in the bottom and braised in a spicy soy sauce mixture of red chili powder, soy sauce, and minced garlic with green onion and chili pepper.",,조림 [Jorim],,
401,북어조림,Braised Dried Pollack,"Bukeo (dried pollack) soaked in water and braised in a sauce over lower heat. While cooking, the sauce is spooned over the ingredients to allow the flavors to seep in.",,조림 [Jorim],,
402,붕어조림,Braised Carp,"Carp placed in a pot with radish slices in the bottom and braised in a spicy sauce with green chili pepper, green onion, and garlic. Beef can be stuffed into the belly of the gutted carp.",,조림 [Jorim],,
403,생멸치조림,Braised Anchovies,"Here, fresh anchovies are braised in a mixture of doenjang (soybean paste) and gochujang (red chili paste) with onion, chili pepper, green onion, and crown daisy. Dried radish leaves and Korean cabbage leaves can be added according to one’s taste. This dish is a local specialty of Korea’s south coast area, including Namhae and Tongyeong, where anchovies comprise a major portion of the catch.",,조림 [Jorim],,
404,소고기 메추리알장조림,Braised Beef and Quail Eggs in Soy Sauce,This popular side dish is made by braising boiled quail eggs and lean cuts of beef in a soy sauce mixture. It is served with rice and soup.,,조림 [Jorim],,
405,연근조림,Braised Lotus Roots,Yeongeun (lotus root) parboiled and braised in a mixture of soy sauce and sugar over lower heat. Add syrup and braise to a glaze before serving.,,조림 [Jorim],,
406,오징어조림,Braised Squid,"This dish is made by boiling a sauce made with soy sauce, green onion, and garlic and then braising squid in the sauce. The dish has a mild flavor and can be a good side dish for children. Depending on one's taste, chili pepper or garlic can be added to give a spicy flavor.",,조림 [Jorim],,
407,우럭조림,Braised Rockfish,"Rockfish braised with vegetables and seasoning. In Chungcheong Province, dried rockfish is used as well. The soft and refreshing rockfish meat and spicy sauce make it a perfect side dish.",,조림 [Jorim],,
408,우엉조림,Braised Burdock Roots,"For this dish, parboil and braise julienned burdock root in a mixture of soy sauce, sugar, and cooking wine. Mix with syrup, sesame oil, and sesame seeds before serving. Braised burdock is a common ingredient in gimbap as well as a popular side dish eaten with rice.",,조림 [Jorim],,
409,은대구조림,Braised Black Cod,Fresh black cod lightly seared and braised in a sweet soy sauce glaze with white radish. Black cod has a creamy texture and mild taste.,,조림 [Jorim],,
410,장조림,Braised Beef in Soy Sauce,"Lean cuts of beef or pork braised in a mixture of soy sauce, sugar, and garlic. The meat is shredded along the grain into small pieces and drizzled with the braising sauce when served.",,조림 [Jorim],,
411,조기조림,Braised Yellow Croaker,"Yellow croaker cut into two to three pieces and braised with a sauce mixture over low heat. A popular ingredient that can be grilled, braised, or boiled, yellow croaker is one of the most-loved fish among Koreans.",,조림 [Jorim],,
412,코다리조림,Braised Half-dried Pollack,"Kodari (half-dried pollack) braised in a mixture of soy sauce, red chili powder, and minced garlic. This dish has a soft yet chewy texture that has made it a popular side dish eaten with rice.",,조림 [Jorim],,
413,콩조림,Braised Beans,"This salty side dish, made by braising soybean in soy sauce, is called by different names, such as “kongjang” and “kongjaban,” in different regions.",,조림 [Jorim],,
414,풋고추조림,Braised Green Chili Pepper,"Green chili peppers mixed with soy sauce, sugar, and chopped green onion and then braised with beef, pork, or dried fish. Flavored with sesame oil and sesame seeds and then served as a side dish to rice.",,조림 [Jorim],,
415,가지나물,Eggplant Salad,"Halved fresh eggplant steamed in a steamer, shred, and seasoned with a mixture of condiments. Steamed eggplant should be lightly squeezed to drain the excess water before mixing with seasonings. Eggplant salad is a summer side dish served with rice.",,숙채 [Sukchae],,
416,간편잡채,Stir-fried Glass Noodles and Vegetables,"This dish is made by boilingand draining glass noodles and then stir-frying with julienned vegetables, abalone, and beef. Japchae can be packaged into single servings using parchment paper and stored in the freezer. Heat before serving.",,숙채 [Sukchae],,
417,고구마순나물,Sweet Potato Stalk Salad,"Peeled and boiled sweet potato shoots drained of all excess water, mixed with a variety of seasonings, and stir-fry in an oiled pan. In summer, sweet potato shoots are also used to make salad and kimchi.",,숙채 [Sukchae],,
418,고사리나물,Bracken Salad,"Here, dried bracken is first soaked in water and boiled to make it tender. After being chilled to remove its sour taste, the bracken is squeezed to remove any excess water and tough parts and seasoned with soy sauce, green pepper, and garlic.",,숙채 [Sukchae],,
419,고춧잎나물,Chili Pepper Leaf Salad,"Parboiled and squeeze-dried green pepper leaves mixed with gochujang (red chili paste), sesame seeds, and sesame oil. Chili pepper leaves are a richer source of vitamins A and C than chili peppers, providing a much-needed energy boost in summer.",,숙채 [Sukchae],,
420,곤드레나물,Thistle Salad,"Thistle parboiled and tossed with soy sauce, chopped green onion and garlic, sesame oil, and sesame seeds. Thistle is a tender vegetable with a distinctive fragrance that is also eaten pickled or in a leafy wrap. ",,숙채 [Sukchae],,
421,구절판,Platter of Nine Delicacies,Eight kinds of colorful vegetables and meats served in an octagonal wooden box. The vegetables are wrapped in the thin wheat crepes stacked in the central compartment and dipped in a mustard-soy sauce.,,숙채 [Sukchae],,
422,깻잎순무침,Perilla Leaf Salad,"Parboiled and squeeze-dried perilla leaves mixed with soy sauce, salt, garlic, perilla oil, and thread scallions. Its fragrant and savory taste makes it an appetite-stimulating side dish served with rice.",,숙채 [Sukchae],,
423,나물,Salad,"Dishes made with various wild vegetables collected from mountains and fields are referred to collectively as sukchae. Dried sukchae are soaked in water, squeezed to remove excess fluid, and mixed with a variety of seasonings. The vegetables typically used for sukchae include bracken and balloon flower roots, which are pan-fried, and spinach and crown daisy, which are parboiled.",,숙채 [Sukchae],,
424,냉이나물,Shepherd's Purse Salad,"Shepherd's purse parboiled and tossed with a mixture of doenjang (soybean paste) or gochujang (red chili paste), chopped garlic, sesame seeds, and sesame oil. This salad is often eaten in spring to stimulate appetite. ",,숙채 [Sukchae],,
425,대하냉채,Chilled Prawn Salad,"A cold salad of butterflied prawns, beef slices, bamboo shoots, and cucumbers mixed in a pine nut dressing. It is a major royal court dish.",,숙채 [Sukchae],,
426,도라지나물,Bellflower Root Salad,"For this dish, peel, shred, and knead balloon flower root with coarse salt to get rid of its bitter taste and stir-fry with minced garlic and sesame seeds in an oiled pan. The sharp yet refreshing taste stimulates one’s appetite.",,숙채 [Sukchae],,
427,무나물,Radish Salad,Radish julienned and stir-fried in a pan. This sweet and moist radish salad makes a nice side dish for rice when warm.,,숙채 [Sukchae],,
428,미나리나물,Water Parsley Salad,"Parboiled water parsley mixed with a variety of condiments. Fragrant and crunchy, water parsley is an excellent food for detoxing as it helps eliminate fine dust from the body. ",,숙채 [Sukchae],,
429,미역초무침,Sweet and Sour Seaweed Salad,"Parboiled brown seaweed seasoned with a mixture of salt, sugar, and vinegar. Cucumber or green peppers may be added according to one’s preference.",,숙채 [Sukchae],,
430,비름나물,Pigweed Salad,"Parboiled and squeeze-dried pigweed mixed with a mixture of soy sauce, doenjang (soybean paste), and gochujang (red chili paste).",,숙채 [Sukchae],,
431,숙주나물,Mung Bean Sprout Salad,"Mung bean sprouts parboiled in salt water and mixed with a variety of seasonings, including chopped green onion, garlic, salt, and sesame oil.",,숙채 [Sukchae],,
432,시금치나물,Spinach Salad,"Parboiled spinach seasoned with salt, chopped green onion and garlic, sesame oil, and sesame seeds. Spinach is used to make salads and as a filling for gimbap.",,숙채 [Sukchae],,
433,시래기나물,Dried Radish Leaf Salad,"For this dish, boil siraegi (radish greens) that has been soaked in water overnight, drain, mix with soy sauce, chopped green onion, garlic, and sesame oil, and stir-fry in a pan.",,숙채 [Sukchae],,
434,쑥갓나물무침,Crown Daisy Salad,Parboiled crown daisy mixed with soy sauce and sesame oil. Tofu may be added if one wishes. Crown daisy is especially favored for its pleasant fragrance.,,숙채 [Sukchae],,
435,열무된장무침,Young Radish Soybean Paste Salad,"Parboiled young radish mixed with a sauce made with doenjang (soybean paste), garlic, and fermented Japanese apricot juice. The pungent young radish goes well with doenjang.",,숙채 [Sukchae],,
436,우엉잡채,Stir-fried Glass Noodles and Vegetables with Burdock Root,This dish is made by braising julienned burdock root in a soy sauce sweetened with sugar and mixing it with stir-fried chopped vegetables and boiled glass noodles. It is a colorful classic dish.,,숙채 [Sukchae],,
437,잡채,Stir-fried Glass Noodles and Vegetables,Glass noodles stir-friedwith beef and assorted mushrooms and vegetables. A colorful classic dish that is always served at large gatherings or on special occasions.,,숙채 [Sukchae],,
438,죽순채,Seasoned Bamboo Shoots,"Boiled andsliced bamboo shoots stir-fried with beef,mushrooms, Korean parsley, and green chili pepper. Drizzled with a soy vinaigrette sauce before serving.",,숙채 [Sukchae],,
439,참나물,Short-fruit Pimpinella Salad,"Short-fruit pimpinella parboiled in salt water, rinsed in cold water, and seasoned with a mixture of soy sauce or gochujang (red chili paste), chopped garlic and green onion, sesame seeds, sesame oil, and salt. This salad is often eaten in spring to stimulate appetite. ",,숙채 [Sukchae],,
440,취나물,Aster Leaf Salad,"An edible mountain plant, aster is fragrant and delicious. For this dish, it is parboiled to remove its bitter taste and thenseasoned or stir-fried. It is also eaten in wraps.",,숙채 [Sukchae],,
441,콩나물무침,Bean Sprout Salad,"Rich in protein and vitamins, bean sprouts are easy to grow all year round. This dish is made by boiling bean sprouts in salt water, draining them, and then mixing with a variety of seasonings.",,숙채 [Sukchae],,
442,탕평채,Mung Bean Jelly Salad,"Thinly-sliced mung bean muk (jelly) with sautéed beef, Korean parsley, egg garnish, and roasted dried laver. Featuring five different colors, this dish is also called cheongpomukmuchim (seasoned mung bean jelly).",,숙채 [Sukchae],,
443,골뱅이무침,Spicy Sea Snails Salad,This dish is made by mixing chewy sea snails with a varietyof julienned vegetables and red chili-basedseasonings. This spicy sea snail salad is a popular dish that is often served with alcoholic beverages or mixed with noodles.,,생채 [Saengchae],,
444,굴무침,Oyster Salad,This winter delicacy is made by mixing fresh oysters with a variety of seasonings. It is rich in vitamins and minerals and prepared in such a way that it brings out the unique fragrance of the oysters.,,생채 [Saengchae],,
445,김무침,Laver Salad,"Gim (laver) is an edible red alga that is dried on a flat surface like a piece of paper. This laver salad is made by crushing lightly toasted laver and seasoning it with a mixture of soy sauce, sugar, sesame seeds, sesame oil, and red chili powder.",,생채 [Saengchae],,
446,꼬막무침,Cockle Salad,"Cockles boiled, shucked, and tossed with cucumber, onion, carrot, perilla leaves, and other vegetables. ",,생채 [Saengchae],,
447,냉채족발,Chilled Pig’s Feet Salad,"Pig's feet boiled until tender then sliced and served with vegetables, such as cucumber, onion, and cabbage, on a platter. A mustard-based sauce is poured over the dish for a spicy, sweet, and sour taste.",,생채 [Saengchae],,
448,노각무침,Yellow Cucumber Salad,Peeled and cored nogak (overripe cucumber) lightly salted and mixed with a variety of seasonings. This salad is delightfully crunchy.,,생채 [Saengchae],,
449,달래무침,Wild Chive Salad,"Fresh wild chives mixed with soy sauce, red chili powder, sesame seeds, and sesame oil. Although wild chives are often eaten in salad, they are also used as an ingredient in sauces or doenjangjjigae (soybean paste stew).",,생채 [Saengchae],,
450,대구포무침,Dried Codfish Fillet Salad,"Gut a cod by making an incision in the belly and removing the guts, gills, and roe and butterfly it before drying. Dried cod is cooked on a grill or mixed with red chili powder and sesame oil.",,생채 [Saengchae],,
451,더덕생채,Deodeok Fresh Salad,"For this dish, deodeok is flattened, shredded, andseasoned with a sweet and sour vinegar-based gochujang. To prepare, the deodeok is first soaked in salt water to remove the bitter taste and then dried.",,생채 [Saengchae],,
452,도라지생채,Bellflower Root Fresh Salad,"Peeled and shredded fresh bellflower root seasoned with a mixture of sugar, vinegar, and red chili powder. This salad is often tossed with cucumbers sliced sideways as well.",,생채 [Saengchae],,
453,도토리묵,Acorn Jelly Salad,"A smooth gelatin made of acorn starch sliced and tossed with carrots, crown daisy, cucumber, and greenchili pepper in a seasoned soy-sesamesauce.",,생채 [Saengchae],,
454,도토리묵무침,Acorn Jelly Salad ,"For this dish, dotorimuk (acorn jelly), which is made by mixing acorn starch powder with water and hardening, is sliced and tossed with carrots, crown daisy, cucumber, and green chili pepper in a seasoned soy-sesame sauce. Toasted and crushed laver and water parsley may be added according to one’s taste.",,생채 [Saengchae],,
455,돌미나리무침,Wild Parsley Salad,"Wild parsley parboiled in salt water and mixed with soy sauce, chopped green onion and garlic, and sesame oil. Sprinkle with sesame seeds before serving.",,생채 [Saengchae],,
456,두릅초회,Parboiled Fatsia Shoot,Parboiled fatsia shoots served with a vinegar-based gochujang dipping sauce. Fatsia shoots are so nutritious that they are called the “best wild edible vegetable” and known to be an effective remedy for fatigue and spring fever.,,생채 [Saengchae],,
457,마늘종무침,Spicy Garlic Stem Salad,"Garlic scapes mixed with red chili powder, gochujang (red chili paste), chopped garlic, sugar, sesame oil, sesame seeds, and syrup. The garlic scapes should be parboiled in salt water to remove their unique, pungent taste before mixing with the seasonings.",,생채 [Saengchae],,
458,메밀무침,Buckwheat Leaf Salad,This is a salad made with young and tender parboiled buckwheat leaves seasoned with a sauce and flavored with sesame oil. Buckwheat leaves are known to be effective for preventing high blood pressure.,,생채 [Saengchae],,
459,메밀묵무침,Buckwheat Jelly Salad,"Sliced buckwheat jelly mixed with Korean cabbage kimchi, soy sauce, sugar, sesame oil, and chopped garlic and topped with shredded dried laver. Buckwheat jelly is a smooth gelatin made by boiling and cooling a mixture of buckwheat starch and water.",,생채 [Saengchae],,
460,무말랭이무침,Dried Radish Salad,"For this dish, dried julienned radish, called mumallaengi in Korean, is soaked in cold water and squeezed to remove any excess water. It is then marinated in soy sauce and seasoned with red pepper powder or some other seasoning.",,생채 [Saengchae],,
461,무말이강회,Vegetables and Meat Wrapped in Radish Slices,"Vegetables, such as cucumber, carrot, and shiitake, and meat wrapped in thinly sliced radish that have been marinated in a mixture of vinegar, sugar, and salt. The dish is served with a dipping sauce that is made with slightly boiling water mixed with glutinous rice powder and salt.",,생채 [Saengchae],,
462,무생채,Julienne Radish Fresh Salad,"A sweet and tangy dish of julienned white radish seasoned with vinegar, sugar, and red chili powder. Chili powder may be omitted for a milder version.",,생채 [Saengchae],,
463,부추무침,Chive Salad,"Chives cut into bite-sized pieces and tossed with red chili powder, chopped green onion and garlic, and salted anchovy juice. The chives should be tossed lightly so as not to make them smell like fresh-cut grass.",,생채 [Saengchae],,
464,북어채무침,Dried Pollack Strip Salad,"Here, lightly wash and drain shredded dried pollack and mix with a gochujang (red chili paste) sauce.",,생채 [Saengchae],,
465,상추겉절이,Fresh Lettuce Kimchi,"Lettuce cut into bite-sized pieces and tossed with red chili powder, chopped green onion and garlic, sugar, soy sauce, and sesame oil. It goes particularly well with meat.",,생채 [Saengchae],,
466,영양부추겉절이,Fresh Chive Kimchi,"Chives tossed with red chili powder, salted anchovy juice, chopped garlic, sesame oil, and sesame seeds. Fresh chive kimchi goes well with grilled beef brisket and other grilled meat dishes.",,생채 [Saengchae],,
467,오이냉채,Chilled Cucumber Salad,Chilled julienned cucumbers with a sauce made with vinegar and sugar drizzled on top. Thorny cucumbers that are thin-skinned and sweeter can be used to make the chilled dish more crispy.,,생채 [Saengchae],,
468,오이무침,Cucumber Salad,Fresh cucumber lightly salted and mixed with gochujang (red chili paste) and fermented Japanese apricot juice. The chewy texture and refreshing taste of this salad makes it an ideal side dish.,,생채 [Saengchae],,
469,오이미역초무침,Sweet and Sour Seaweed Cucumber Salad,"Parboiled dried brown seaweed mixed with julienned cucumber and radish, vinegar, fermented Japanese apricot juice, and salt. This salad is a tasty and refreshing side dish that is often enjoyed in summer.",,생채 [Saengchae],,
470,오이지무침,Pickled Cucumber Salad,"Soak sliced brine-pickled cucumber in water to remove the salty taste and mix with chopped green onion and garlic, red chili powder, sugar, and sesame oil. Brine-pickled cucumber is a type of preserved food made to prevent spoiling in summer.",,생채 [Saengchae],,
471,오징어강회,Squid Wrapped with Chives (or Water Parsley),"This dish is made by cutting parboiled squid into bite-sized pieces and wrapping them with parboiled chives or water parsley. It is served with a vinegar-based gochujang (red chili paste) dipping sauce. With the refreshing taste of vegetables, this colorful dish stimulates the appetite.",,생채 [Saengchae],,
472,오징어무침,Squid Salad,"Here, parboiled squid with the innards removed is cut into pieces andseasoned with a vinegar-based gochujang.Squid in Korea comes mostly from the East Sea and is particularly loved in the Gangwon Province area.",,생채 [Saengchae],,
473,오징어초무침,Sweet and Sour Squid Salad,Parboiled squid cut into bite-sized pieces and mixed with sliced cucumber and a vinegar-based gochujang (red chili paste) sauce.,,생채 [Saengchae],,
474,올챙이묵,Corn Starch Noodles,"First make cornstarch by boiling finely grated corn. Next, force the mixture through a perforated container into a bowl of cold water to make tadpole-shaped muk (jelly). Olchaengi-muk is served in kimchi soup or with sauce.",,생채 [Saengchae],,
475,우렁초무침,Freshwater Snail Salad with Vinegar Dressing,"Parboiled freshwater snails and vegetables, such as water parsley, onion, and cucumber, flavored with a sauce made with red chili powder, sugar, and vinegar. The dish can be served with boiled noodles as a meal.",,생채 [Saengchae],,
476,청포묵무침,Mung Bean Jelly Salad,"Sliced mung bean jelly mixed with pan-fried beef, water parsley, and toasted seaweed. Mung Bean Jelly Salad is referred to as tangpyeongchae in Korean.",,생채 [Saengchae],,
477,파강회,Meat Wrapped with Chives,"Cold pork slices or other boiled pork cuts wrapped with parboiled chives in the shape of a topknot, with pine nuts inserted into the part resembles a topknot. It is served with a vinegar-based gochujang (red chili paste) sauce. Instead of chives, small green onions or water parsley can be used for their refreshing flavor.",,생채 [Saengchae],,
478,파래무침,Green Laver Salad,"For this dish, mix sea lettuce with julienned radish, soy sauce, sesame oil, and sesame seeds. Sea lettuce is a type of edible green algae that is used in salads or made into a dried laver.",,생채 [Saengchae],,
479,파무침,Green Onion Salad,"Julienned green onion tossed with soy sauce, red chili powder, chopped garlic, and sesame oil. This salad is a perfect match for grilled meat dishes.",,생채 [Saengchae],,
480,해파리냉채,Chilled Jellyfish Salad,"Thinly-sliced,parboiled jellyfish and julienned cucumbers drizzled with a mustard or garlic vinaigrette sauce. The crunchy texture, tangy sauce, and sharp bite of mustard fumes create a distinctively enjoyable dish.",,생채 [Saengchae],,
481,갈낙전골,Short Rib and Octopus Hot Pot,"A local specialty of Yeongam-gun, South Jeolla Province, this dish is made by boiling short ribs and octopus together in a hot pot. Other ingredients, such as mushroom, shrimp, and clam, may also be added.",,전골 [Jeongol],,
482,곱창전골,Beef Tripe Hot Pot,"Beef or pork innards cooked in a spicy broth with sliced carrots, onion, crown daisy, and other fragrant vegetables.",,전골 [Jeongol],,
483,국수전골,Noodle Hot Pot,"A simmering pot of thinly sliced beef and vegetables cooked at the table. After the beef and vegetables have been consumed, fresh noodles are added to the remaining broth and it is brought to a boil again.",,전골 [Jeongol],,
484,김치전골,Kimchi Hot Pot,"This dish is prepared by adding well-aged kimchi and pork to a broth and boiling with other ingredients, such as onion and green onion. This is one of the most traditional Korean dishes.",,전골 [Jeongol],,
485,낙지곱창새우전골,"Octopus, Shrimp, and Beef Tripe Hot Pot","Octopus, beef or pork tripe, shrimp, and a variety of vegetables attractively arranged in a pot and boiled in broth flavored with a spicy sauce. The combined flavors of octopus, tripe, and shrimp make the dish a popular accompaniment to alcoholic beverages.",,전골 [Jeongol],,
486,낙지전골,Octopus Hot Pot,"Seasoned beef, octopus, oyster mushroom, red chili pepper, and water parsley boiled with a variety of vegetables in broth in a hot pot. Cooked at the table, this dish is seasoned with soy sauce and salt.",,전골 [Jeongol],,
487,닭한마리,Whole Chicken Stew,"A whole chicken cooked with potato, rice cake, date, and mushroom in a large pot at the table and served with a mixture of soy sauce and red chili powder dipping sauce. Near the end of the meal, knife-cut noodles are boiled in the excess sauce. ",,전골 [Jeongol],,
488,두부전골,Bean Curd Hot Pot,"Sliced bean curd, onion, carrots, Korean parsley, and beef, artfully arranged and cooked in a hot pot.Loved by many for its mild and refreshing taste.",,전골 [Jeongol],,
489,만두전골,Dumpling Hot Pot,"Mandu (dumplings) simmered in broth with beef, mushrooms, carrots, and other vegetables. The many ingredients produce a savory soup that goes well with the dumplings.",,전골 [Jeongol],,
490,버섯전골,Mushroom Hot Pot,"A hot pot of oysters and shitake, pine, and other assorted mushrooms. Beef and various vegetables are added to enhance the flavor of the broth.",,전골 [Jeongol],,
491,불낙전골,Bulgogi and Octopus Hot Pot,"A hot pot of bulgogi, baby octopus, and vegetables simmered in broth. The sweet and tender bulgogi goes well with the spicy, chewy baby octopus.",,전골 [Jeongol],,
492,소고기국수전골,Beef and Noodle Hot Pot,"A simmering pot of thinly sliced beef and vegetables cooked at the table. After the beef and vegetables have been eaten, fresh noodles are added to the remaining broth and brought to a boil once again.",,전골 [Jeongol],,
493,소고기버섯전골,Beef and Mushroom Hot Pot,"A hot pot of oysters and shitake, pine, and other assorted mushrooms. Beef and various vegetables are added to enhance the flavor of the broth. This dish becomes a popular choice among Koreans when the cold wind begins to blow in fall.",,전골 [Jeongol],,
494,소고기전골,Beef Hot Pot,"This dish is made by boiling seasoned beef with a variety of vegetables in a broth. Cooked right at the table, this hot pot dish is seasoned with salt and boiled until the egg in the center becomes soft boiled.",,전골 [Jeongol],,
495,순두부전골,Soft Bean Curd Hot Pot,"Soft bean curd, mushroom, zucchini, and bean sprouts boiled in a broth. The broth is continually added to the boiling pot. Other ingredients, such as dumplings or pollack roe, can be added to enjoy a variety of flavors.",,전골 [Jeongol],,
496,신선로,Royal Hot Pot,"A hot pot of seafood, meat, and vegetables cooked at the table in a brass sinseollo pot over hot charcoals in a central cylinder. This dish is representative of Korean royal cuisine.",,전골 [Jeongol],,
497,해물낙지전골,Seafood and Octopus Hot Pot,"Octopus and various seafoods, including crab, shrimp, and scallops, boiled in broth with a mixture of red chili powder and other seasonings. This spicy dish is popular for its deep flavor.",,전골 [Jeongol],,
498,송이산적,Pine Mushroom Skewers,Pine mushrooms brushed with salt and sesameoil alternately threaded on a skewer with soy-marinated beef strips and grilled.,,적·산적 [Jeok And Sanjeok],,
499,화양적,Beef and Vegetable Skewers,"A multicolored brochette of sautéed bellflower roots, beef, carrots, mushrooms, and green onions threaded onto a skewer andpan-fried. Traditionally made on Chuseok(Harvest Moon Festival). “Hwayang” means “bellflower.”",,적·산적 [Jeok And Sanjeok],,
500,가리비구이,Grilled Scallops,"Scallops are a type of shellfish. This dish is prepared by purging sand from scallops, washing the shells clean, and grilling them. When their shells are opened, the flesh can be eaten with a vinegar-based gochujang (red chili paste) dipping sauce.",,구이 [Gui],,
501,가자미구이,Grilled Plaice,Plaice is a flatfish that lives on the ocean floor. Its soft flesh is chewyand has a fresh taste. Salt-Grilled Plaice isdelicious with or without seasoning brushed over it.,,구이 [Gui],,
502,갈치구이,Grilled Cutlassfish,This is salted cutlassfish cut into pieces and grilled on a gridiron or pan. Cleaning and coating the fish with flour before cooking helps remove the fishy smell.,,구이 [Gui],,
503,고등어구이,Grilled Mackerel,Mackerel sprinkled withcoarse sea salt and grilled or pan-fried.Mackerel is sometimes salted and half dried or heavily salted for storage.,,구이 [Gui],,
504,고추장불고기,Red Chili Paste Bulgogi,"Beef or pork marinated with a mixture of gochujang (red chili paste), red chili powder, soy sauce, chopped green onion and garlic, rice wine, and sugar and grilled.",,구이 [Gui],,
505,고추장삼겹살,Red Chili Paste Pork Belly,Sliced pork belly marinated with a gochujang (red chili paste) sauce and grilled or pan-fried. This spicy dish seems to remove the greasy taste of the pork belly.,,구이 [Gui],,
506,곰장어구이,Grilled Sea Eel,"A local specialty of Gijang, Busan, this dish is made by straw grilling whole sea eel and removing the skin and offal before serving. “Gomjangeo” is the term for “meokjangeo” in the dialect of Gyeongsang Province.",,구이 [Gui],,
507,곱창구이,Grilled Beef TripeGrilled Pork Tripe,Beef innards either marinated and grilled or simply grilled and served with a seasoned sauce.,,구이 [Gui],,
508,광양불고기,Gwangyang Bulgogi,"A local specialty of Gwangyang, South Jeolla Province, this dish is prepared by seasoning thinly sliced beef immediately before cooking on a charcoal grill. Cooking the beef quickly on a copper grill with excellent heat conductivity keeps it juicy and tender.",,구이 [Gui],,
509,굴비구이,Grilled Dried Yellow Croaker,"Gulbi, or salted and dried yellow croaker, is closely associated with Yeonggwang, South Jeolla Province. This dish features gulbi brushed with sesame oil and cooked on a gridiron. It is considered a luxury food.",,구이 [Gui],,
510,김,Laver,"This is a type of edible seaweed, or dried laver, made from seaweed that grows on rocks like moss. It is eaten by toasting it with sesame or perilla oil. Also, gimbap is made by rolling a variety of ingredients and rice in sheets of gim.",,구이 [Gui],,
511,꼬치구이,Grilled Skewers,"One of the most popular skewed dishes and street snacks, chicken skewers are made by grilling meat, seafood, and vegetables that have been cut into bite-sized pieces and placed on a skewer.",,구이 [Gui],,
512,꽁치구이,Grilled Saury,"This is cleaned, scored, and salted saury cooked on a grill or roasted in an oiled pan. Saury is affordable yet nutritious and tasty, making it a popular dish both at home and restaurants.",,구이 [Gui],,
513,낙지호롱,Grilled Whole Octopus,"A whole octopus skewered on a bamboo stick and rolled up, brushed with a sauce, and grilled. Rolling the octopus in this way makes it more fun to eat.",,구이 [Gui],,
514,너비아니,Marinated Grilled Beef Slices,"This dish is prepared by grilling slices of beef that have been marinated in seasoned soy sauce, and is served with ground pine nuts sprinkled on top. It is one of the most representative traditional Korean meat dishes. Neobiani is named for the shape of the slices of beef, as the term implies “to slice up.”",,구이 [Gui],,
515,닭꼬치구이,Chicken Skewers,"Here, salted chickenbreast is cut into bite-sized pieces andskewered and grilled with soy or gochujang.To make it more visually pleasing, vegetables in various colors, such as green pepper, can be put on the skewers with the chicken.",,구이 [Gui],,
516,대창구이,Grilled Beef Large Intestine,"Tripe or beef large intestines turned inside out, cleaned with flour, and grilled or marinated in a sauce before grilling. This dish is both tasty and chewy.",,구이 [Gui],,
517,대패삼겹살,Grilled Thin-sliced Pork Belly,"Frozen pork belly sliced as thinly as thin, planed strips of wood, thus the name “Grilled Thin-sliced Pork Belly.” Thinly sliced pork belly is prepared by grilling or stir-frying, among other cooking methods. As the pork comes frozen, it is quite affordable.",,구이 [Gui],,
